NAME,YEAR,DIRECTOR,RATINGS,REVIEWS,RATING_SCORES,POLARITY_SCORES,COMPOUND,COMPOUND_CLASSIFICATION,RATING_CLASSIFICATION
Modern Times,1936,Charlie Chaplin, ★★★★½ ," Scavenger Hunt #52Charlie Chaplin rankedCharlie Chaplin films are just so charming, how could you not love them? ***",4.5,"{'neg': 0.139, 'neu': 0.66, 'pos': 0.201, 'compound': 0.3608}",0.3608,neu,pos
The Night of the Hunter,1955,Charles Laughton, ★★★★★ , wow where can i get me a freak like miss cooper ***,5.0,"{'neg': 0.268, 'neu': 0.357, 'pos': 0.375, 'compound': 0.4215}",0.4215,neu,pos
It's a Wonderful Life,1946,Frank Capra, ★★★★★ , Calling all Buffalo Gals! You must come out tonight!!The single most beautiful and effective piece of socialist propaganda ever produced by this country. ***,5.0,"{'neg': 0.064, 'neu': 0.668, 'pos': 0.268, 'compound': 0.8143}",0.8143,pos,pos
Satantango,1994,Béla Tarr, ★★★★½ , paul giamatti was one of the only goats who never left (except during intermissions) &also stayed thru every second of the credits !! ***,4.5,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4738}",0.4738,neu,pos
Fantastic Mr. Fox,2009,Wes Anderson, ★★★★★ , ash i know what it’s like to feel ✋👋🖐🤚👋 different ***,5.0,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,neu,pos
Le Samouraï,1967,Jean-Pierre Melville, ★★★★ ," Slick and methodical. I love how no detail is too insignificant to edit over- it all adds to the gently boiling tension. Alain Delon is obviously phenomenal, one of the best examples of a character so inscrutable that we'd rather just watch him than actually know more about him.The bird in a cage symbolism is intriguing, especially since Jef never loses his cool. ***",4.0,"{'neg': 0.117, 'neu': 0.686, 'pos': 0.197, 'compound': 0.7964}",0.7964,pos,pos
Modern Times,1936,Charlie Chaplin, ★★★★★ ," Even though it's not a completely silent movie, it sure proves dialogue is sometimes completely unnecessary.Sheer genius. ***",5.0,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182,neu,pos
Psycho,1960,Alfred Hitchcock, ★★★★★ ," Say what you will about Norman Bates, the guy cleaned a bathroom like nobody’s business. (More at ScreenCrush.) ***",5.0,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,neu,pos
The King of Comedy,1982,Martin Scorsese, ★★★★ ," Definitive ranking of the names Rupert gets called:1. Mr. Puffer. Hilarious lack of effort, chef’s kiss2. Mr. Pumpnick. Beautiful, not a single syllable is right3. Mr. Pumpkin. Low hanging fruit, but still a decent laugh4. Mr. Romance. Well-timed sarcastic contribution from Rita5. Mr. Potkin. Meh, not very convincing6. Mr. King. Rupert’s self-proclaimed alias, basically just an honourable mention 7. Mr. Pipkin. Bad, you probably heard his name correctly and you’re just being a dick if you use this one ***",4.0,"{'neg': 0.169, 'neu': 0.693, 'pos': 0.138, 'compound': -0.25}",-0.25,neu,pos
Throne of Blood,1957,Akira Kurosawa, ★★★★ , They should’ve sung “House of the Rising Sun” at the end instead.8.3 / 10 ***,4.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Throne of Blood,1957,Akira Kurosawa, ★★★★★ , Kurosawa does it again... ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
The Celebration,1998,Thomas Vinterberg, ★★★★★ ," Yelp reviews for this place all like, quaint country inn, owner’s a pedophile and the guests sing racist songs, try the lobster bisque, 3 out of 5 stars ***",5.0,"{'neg': 0.131, 'neu': 0.787, 'pos': 0.082, 'compound': -0.3612}",-0.3612,neu,pos
The Best of Youth,2003,Marco Tullio Giordana, ★★★★★ ," I think it was the best six hours I've ever spent in my life. This movie gives comfort to my heart in the best way. In fact, when I almost finished this movie, I wished it didn't end; I wish it can be longer. Can't wait to see the day when I will watch this masterpiece again. ***",5.0,"{'neg': 0.034, 'neu': 0.727, 'pos': 0.239, 'compound': 0.9384}",0.9384,pos,pos
Stalker,1979,Andrei Tarkovsky, ★★★★★ , Woody Harrelson was amazing in this! ***,5.0,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.6239}",0.6239,pos,pos
To Be or Not to Be,1942,Ernst Lubitsch, ★★★★ ," The only thing funnier than classic comedies about how stupid Nazis are is that Hitler probably saw this, or at the very least heard about it. ***",4.0,"{'neg': 0.104, 'neu': 0.732, 'pos': 0.165, 'compound': 0.25}",0.25,neu,pos
The Prestige,2006,Christopher Nolan, ★★★★½ , a new level of wild. and david bowie as nikola tesla isn’t even the half of it. ***,4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
The Godfather,1972,Francis Ford Coppola, ★★★★★ ," I was sooooo ready to say this was overhyped but nope, it’s as good as everyone says it is. On to part 2. ***",5.0,"{'neg': 0.12, 'neu': 0.812, 'pos': 0.068, 'compound': -0.3311}",-0.3311,neu,pos
Some Like It Hot,1959,Billy Wilder, ★★★★½ , I’m just sitting here feeling bad for that guy who never got another cup of coffee. ***,4.5,"{'neg': 0.175, 'neu': 0.75, 'pos': 0.075, 'compound': -0.4588}",-0.4588,neu,pos
Terminator 2: Judgment Day,1991,James Cameron, ★★★★½ ," What happened was; I walked into this class and this teacher said: ""You know if anyone is in here to write Terminator 2, just walk out. Get out of the door."" And I thought: ""Well, that's not a good way to start; what if I do want to write Terminator 2? What if someone next to me wants to write Terminator 2?"" So he was just like instantly saying; ""we write serious films in here"". You know? Terminator 2 is a pretty awesome movie. -pta ***",4.5,"{'neg': 0.041, 'neu': 0.828, 'pos': 0.13, 'compound': 0.8374}",0.8374,pos,pos
The Celebration,1998,Thomas Vinterberg, ★★★★★ ," when you leave a skeleton in the cupboard, someone is bound to open the door ***",5.0,"{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.0516}",-0.0516,neu,pos
Landscape in the Mist,1988,Theo Angelopoulos, ★★★★★ ," My favourite Angelopoulos film. The last film of Angelopoulos Trilogy of Silence is also his most sublime one. It’s an enormously melancholy tale, Angelopolous using every cinematic tool at his disposal to make the viewer really feel for these children. The tragedy of the film lies in the innocence with which two kids see the world that they are traveling alone. There are many things that they don’t understand and they suffer from cruelties in the search for an ideal that may not even exist. Culminating in some truly tragic scenes, Landscape in the Mist is absolutely devastating. ***",5.0,"{'neg': 0.217, 'neu': 0.711, 'pos': 0.072, 'compound': -0.9577}",-0.9577,neg,pos
The Handmaiden,2016,Park Chan-wook, ★★★★½ ," 2nd park chan-wook film ive seen where i spent the 1st act going “this is cool” the 2nd act going “what the absolute fuck is going on, this movie is horribly edited” and the 3rd act going “forget everything i just said, everything about this is perfect”genuinely spent a solid 30 min in the middle of this telling myself i’d never watch this again and honestly, might rewatch in a few days idk why notto the hundreds (literally) of people who’ve wanted me to watch this for years, i did it! ***",4.5,"{'neg': 0.09, 'neu': 0.861, 'pos': 0.048, 'compound': -0.6114}",-0.6114,neg,pos
Mirror,1975,Andrei Tarkovsky, ★★★★★ ," Memory: the fifth element. Us each a running rivulet, rippling across layered strata, through a gentle sirocco. Brisk as that breeze, yet warm enough to rekindle the flames of a smoldering spirit.Full review here ***",5.0,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6597}",0.6597,pos,pos
Do the Right Thing,1989,Spike Lee, ★★★★★ ," Spike Lee has unequivocally proven that we do, indeed, live in a society ***",5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Metropolis,1927,Fritz Lang, ★★★★★ ," for a silent film, it sure had a lot to say ***",5.0,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}",0.3182,neu,pos
The Green Mile,1999,Frank Darabont, ★★★★ , wow percy must be a real piece of shit for me to hate him more than several murderers ***,4.0,"{'neg': 0.4, 'neu': 0.472, 'pos': 0.128, 'compound': -0.8428}",-0.8428,neg,pos
Eternity and a Day,1998,Theo Angelopoulos, ★★★★½ ," Beautiful, tender, and so soothing to watch. It's absorbing with its stunning imagery, amazing cinematography and quiet moments all throughout. It's definitely one of those films that requires your full undivided attention. Pure cinema at its best ***",4.5,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.9647}",0.9647,pos,pos
Amour,2012,Michael Haneke, ★★★★½ , Teenage love story found dead ***,4.5,"{'neg': 0.344, 'neu': 0.32, 'pos': 0.336, 'compound': -0.0258}",-0.0258,neu,pos
Paper Moon,1973,Peter Bogdanovich, ★★★★★ ," I can't think of many other films that stay heartwarming without being corny so gracefully. It is SO RARE to see a film that can make you laugh and cry without manipulating you into it - there is no swelling music here, no trademark Hollywood ""LOOK AT THIS! FEEL SOMETHING!"" close-ups. An impeccable period piece with a delicate soul. ***",5.0,"{'neg': 0.106, 'neu': 0.681, 'pos': 0.212, 'compound': 0.8157}",0.8157,pos,pos
A Brighter Summer Day,1991,Edward Yang, ★★★★★ , This review may contain spoilers. I can handle the truth.  worth the runtime. i feel obliterated  ***,5.0,"{'neg': 0.161, 'neu': 0.622, 'pos': 0.218, 'compound': 0.0258}",0.0258,neu,pos
An Elephant Sitting Still,2018,Hu Bo, ★★★★½ , The most magisterial and sensitive first feature I have ever seen. ***,4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Ran,1985,Akira Kurosawa, ★★★★★ , Akira Kurosawa's epic existential masterpiece of color and chaos!“It is the gods who weep. They see us killing each other over and over since time began. They can't save us from ourselves.”Check out my full thoughts on my rewatch of Ran in Episode 10 of The Average Joe's Movie Club Cast! ***,5.0,"{'neg': 0.178, 'neu': 0.757, 'pos': 0.065, 'compound': -0.8027}",-0.8027,neg,pos
Autumn Sonata,1978,Ingmar Bergman, ★★★★★ , amazing! now i will put what this movie made me feel somewhere very very deep inside of my brain and forget about it forever ***,5.0,"{'neg': 0.068, 'neu': 0.786, 'pos': 0.146, 'compound': 0.4926}",0.4926,neu,pos
Heat,1995,Michael Mann, ★★★★★ ," neil to vincent: ""...to die by your side is such a heavenly way to die."" ***",5.0,"{'neg': 0.187, 'neu': 0.622, 'pos': 0.191, 'compound': 0.0258}",0.0258,neu,pos
Cure,1997,Kiyoshi Kurosawa, None , This review may contain spoilers. I can handle the truth.  Early on you’re like “I would never fall for this shit. I would somehow resist it” and then you’re glued to the scene where he spills the water in the doctor’s office and you’re like “ah shit he’d get me in a second. I’d probably even try to squeeze in a second kill before I got caught.”  ***,0.0,"{'neg': 0.17, 'neu': 0.735, 'pos': 0.094, 'compound': -0.836}",-0.836,neg,neu
Full Metal Jacket,1987,Stanley Kubrick, ★★★★½ , no offense but.....everybody knows that the bird is the word pa pa pa pa pa pa pa pa pa pa pa papa ooma mow mow papa ooma mow mow apa ooma mow mow papa ooma mow mow ***,4.5,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neu,pos
Raging Bull,1980,Martin Scorsese, ★★★★ ," how i imagine every conversation went between martin scorsese and robert de niro when it was time to make their new movie, circa 1973-1995marty: hey bobrobert: heymarty: so, how would you like to play the worst man of all time? just like, the worst man to ever exist?robert *tearing up*: oh man, you just get me as a creator and an actor, don't you?(i really liked this, btw.) ***",4.0,"{'neg': 0.142, 'neu': 0.765, 'pos': 0.093, 'compound': -0.7085}",-0.7085,neg,pos
The Tale of the Princess Kaguya,2013,Isao Takahata, ★★★★½ , Heaven's only wish is that we commune with it. ***,4.5,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,neu,pos
Ordet,1955,Carl Theodor Dreyer, ★★★★ , Q: What do you call it when Mikkel’s wife hits a home run?A: An Inger Dinger ***,4.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
No Country for Old Men,2007,Joel Coen, ★★★★★ ," The nature of you. An ephemeral, uncompromising dream of death. ***",5.0,"{'neg': 0.262, 'neu': 0.604, 'pos': 0.134, 'compound': -0.4404}",-0.4404,neu,pos
Cinema Paradiso,1988,Giuseppe Tornatore, ★★★★ , Feel like pure shit just wanna go see movies at the theater again ***,4.0,"{'neg': 0.199, 'neu': 0.663, 'pos': 0.138, 'compound': -0.2732}",-0.2732,neu,pos
Kizumonogatari Part 3: Reiketsu,2017,Tatsuya Oishi, ★★★½ , alright who put softcore hentai in the letterboxd 250 ***,3.5,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.25}",0.25,neu,pos
Wings of Desire,1987,Wim Wenders, ★★ ," I really wanted to like this, and at least on a technical level I can admire the artistry, but this was astonishingly a drag to watch. I felt nothing.I think this is becoming a personal trend. Magical realism just doesn't sit with me. ***",2.0,"{'neg': 0.057, 'neu': 0.848, 'pos': 0.095, 'compound': 0.1486}",0.1486,neu,pos
The Godfather: Part II,1974,Francis Ford Coppola, ★★★★★ , This review may contain spoilers. I can handle the truth.  top 10 anime betrayals  ***,5.0,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.4767}",0.4767,neu,pos
Ace in the Hole,1951,Billy Wilder, ★★★★ , Could go up to a 9Wow this Billy Wilder guy seems like a good director I wonder if he’s made any other great films.Also I can proudly say I believe my grandfather might now have seen all of Kirk Douglas’s filmography judging by the fact he knows his lesser known stuff. So that’s cool.🔙 From Paris With Love 🔜 The Godfather ♻️ ***,4.0,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.9538}",0.9538,pos,pos
The Young Girls of Rochefort,1967,Jacques Demy, ★★★★★ ," hey jacques demy! girl you have done it again, constantly raising the bar for all of us and doing it flawlessly ***",5.0,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2714}",0.2714,neu,pos
The Great Dictator,1940,Charlie Chaplin, ★★★ ," Hitler thought he could steal Chaplin's mustache and get away with it. Chaplin thought he could get back at Hitler by overacting. And that's how the toothbrush mustache died, kids. ***",3.0,"{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.7783}",-0.7783,neg,pos
Umberto D.,1952,Vittorio De Sica, ★★★★ , i love this old man and his dog i really do ***,4.0,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369,pos,pos
Make Way for Tomorrow,1937,Leo McCarey, ★★★½ , if you see me hugging my grandma more than usual mind your businesscriterion challenge 2021 (10/52) ***,3.5,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.4767}",0.4767,neu,pos
Raise the Red Lantern,1991,Zhang Yimou, ★★★★★ ," Trapped in an intricate labyrinth of empty walls sighs the trepid loneliness of the concubine.An existence marred by the misery of solitude,silenced under the oppression of servitude,the ghosts of the past are now one & the same. ***",5.0,"{'neg': 0.258, 'neu': 0.706, 'pos': 0.035, 'compound': -0.8779}",-0.8779,neg,pos
All That Jazz,1979,Bob Fosse, ★★★★½ , DEPRESSION*jazz hands* ***,4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Fight Club,1999,David Fincher, ★★★★★ , why does jared leto show up in every good movie just long enough to ruin it ***,5.0,"{'neg': 0.175, 'neu': 0.691, 'pos': 0.134, 'compound': -0.2263}",-0.2263,neu,pos
2001: A Space Odyssey,1968,Stanley Kubrick, ★★★★★ ," “i can feel it. i can feel it. i can feel it”maybe the most monumental film in history, and even better on the big screen. and while rewatching it today, i finally realized why it hits me so hard every time: it doesn’t feel like fiction to me. i know it is, but it feels tangible, like an eventual future, even in the abstract. there’s a thread of truth running through it, sparking a fear and wonder in me that no film has ever matched in the same way, the most colossal and terrifying inevitability of our current existence: we are not alone ***",5.0,"{'neg': 0.122, 'neu': 0.774, 'pos': 0.104, 'compound': -0.6084}",-0.6084,neg,pos
